Series Name,Series Code,Country Name,Country Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cambodia,KHM,27.3026638,47.38274765,26.37075615,26.8850174
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cameroon,CMR,14.27483177,11.2603302,14.87034798,14.69373989
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Canada,CAN,73.86582947,72.70556641,70.996521,70.30995178
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Caribbean small states,CSS,54.1325740625486,52.7187405213807,52.4989038777529,52.1129089148952
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cayman Islands,CYM,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Central African Republic,CAF,13.5941391,13.8122015,15.02514458,14.36223125
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Central Europe and the Baltics,CEB,75.9578574955992,75.7358427079286,75.9504687473159,76.6307186710774
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Chad,TCD,12.67602348,18.54059792,22.26643753,25.24867439
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Channel Islands,CHI,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Chile,CHL,56.51040649,53.66268158,50.87598801,51.60597992
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,China,CHN,54.72392273,54.06824493,57.69316864,57.0976181
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Colombia,COL,71.16055298,72.69059753,70.4437561,70.33099365
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Comoros,COM,21.90417671,14.62400913,10.31060505,12.91785812
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Congo, Dem. Rep.",COD,16.06189919,16.76400948,18.37996101,18.72224808
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Congo, Rep.",COG,43.1696701,49.69776154,35.00634384,33.99457169
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Costa Rica,CRI,71.80640411,70.3404007,68.95672607,67.15689087
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cote d'Ivoire,CIV,36.75761032,42.2668457,40.96977234,40.82644653
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Croatia,HRV,81.77723694,84.10276031,84.46141052,84.0160675
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cuba,CUB,91.0243454,91.59388733,88.83207703,83.39429474
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Curacao,CUW,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Cyprus,CYP,71.84690857,78.63045502,76.40590668,76.7871933
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Czechia,CZE,87.97981262,86.50693512,84.77184296,84.34033203
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Denmark,DNK,84.34255981,84.50714111,84.42984009,83.28481293
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Djibouti,DJI,45.87791824,26.70065498,42.29546356,46.09060287
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominica,DMA,62.5468483,63.91168976,75.50152588,67.13490295
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Dominican Republic,DOM,65.56341553,66.10131073,60.61355209,64.09429169
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Early-demographic dividend,EAR,54.5025270391952,54.2554051297624,52.6463951951596,52.8471249468898
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,East Asia & Pacific,EAS,66.2389245853769,66.1775071779179,66.4768557346639,64.8225443953154
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,East Asia & Pacific (excluding high income),EAP,54.4909929339574,54.1347308052675,57.1165857890532,56.6585729840164
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,54.4913765715929,54.1352375315931,57.1170859958321,56.6592822719284
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ecuador,ECU,61.34441757,63.45764542,62.05701828,61.9509697
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Egypt, Arab Rep.",EGY,31.92633438,37.67822266,35.69905853,32.24971008
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,El Salvador,SLV,64.75831604,63.39575195,62.33252716,60.54508972
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Equatorial Guinea,GNQ,27.89965248,32.58996201,30.57910538,32.25142288
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Eritrea,ERI,19.51922417,21.23057175,23.2354126,23.05821609
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Estonia,EST,77.02276611,76.05378723,74.78225708,75.76696777
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Eswatini,SWZ,49.82730865,49.28821182,44.77531433,42.73051453
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ethiopia,ETH,28.23314095,30.52753067,25.26483917,21.91303253
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Euro area,EMU,75.9386041920763,75.83585519613,75.7988232006546,73.5250216440422
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Europe & Central Asia,ECS,75.595987282624,75.3171430657164,74.8880666776976,73.3661732106743
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Europe & Central Asia (excluding high income),ECA,62.9422933962829,62.51477308569,60.1178873399374,62.8732875336002
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,70.3469718379337,68.2215495942223,68.9772849656119,69.6209027182392
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,European Union,EUU,76.5178056437872,76.4034527945889,76.3735613683685,74.4263577858569
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Faroe Islands,FRO,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Fiji,FJI,56.7137413,51.79610825,79.55296326,74.75609589
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Finland,FIN,81.3332901,81.34672546,81.72774506,81.14877319
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Fragile and conflict affected situations,FCS,32.5528555442876,31.7704169537737,27.1773438860551,28.9306421865518
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,France,FRA,76.32157135,75.52132416,75.2919693,67.71356964
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,French Polynesia,PYF,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Gabon,GAB,55.13716507,59.26211548,65.20687866,65.685112
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Gambia, The",GMB,48.61000824,34.36719513,43.62124634,44.92813492
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Georgia,GEO,39.66067505,42.11391068,36.88676453,33.67455673
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Germany,DEU,79.19026947,79.55317688,80.47441864,79.11742401
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ghana,GHA,57.02891159,54.3833847,55.43715668,63.22566223
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Gibraltar,GIB,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Greece,GRC,53.98300934,59.61593628,54.0853157,50.62671661
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Greenland,GRL,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Grenada,GRD,43.12189102,41.06472778,39.98027039,45.187397
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guam,GUM,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guatemala,GTM,38.27503586,36.1903801,34.49873734,35.81219101
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guinea,GIN,19.92493629,18.32088852,19.01326942,21.83618927
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guinea-Bissau,GNB,13.35508537,13.55809212,12.45195293,10.63656521
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Guyana,GUY,73.93962097,68.81934357,68.81958771,70.1448822
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Haiti,HTI,12.81229115,11.43876934,10.66379547,9.34003258
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Heavily indebted poor countries (HIPC),HPC,33.4519792225026,32.4653002071847,31.1036443857618,30.5453393277894
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,High income,HIC,66.0495744615777,65.6683644771203,64.6425415412023,62.9547309347985
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Honduras,HND,38.04241943,37.51784134,39.25800705,31.92416763
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Hong Kong SAR, China",HKG,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Hungary,HUN,70.47328949,72.22007751,72.67948914,73.36637115
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,IBRD only,IBD,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Iceland,ISL,83.4431839,83.78192139,84.68106842,83.62537384
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,IDA & IBRD total,IBT,54.3337586366776,53.7897396336364,55.2253491561377,54.8994914132023
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,IDA blend,IDB,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,IDA only,IDX,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,IDA total,IDA,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,India,IND,36.25336838,40.39885712,40.3965683,39.02440643
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Indonesia,IDN,55.17206192,59.41187668,51.76071167,53.61269379
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Iran, Islamic Rep.",IRN,49.89759827,46.86421967,46.72981644,46.72418594
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Iraq,IRQ,45.03430557,49.34173965,45.76101685,46.0176239
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ireland,IRL,77.611763,76.68099213,76.50776672,76.59344482
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Isle of Man,IMN,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Israel,ISR,67.88335419,71.4715271,62.08139801,65.24039459
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Italy,ITA,75.82595062,74.52562714,73.71037292,73.07653809
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Jamaica,JAM,60.49911118,63.92341232,68.50052643,64.34702301
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Japan,JPN,85.3972702,86.26395416,86.02036285,84.8254776
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Jordan,JOR,45.26340103,43.27261734,44.14997864,45.00594711
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kazakhstan,KAZ,65.80332184,65.33066559,61.46427917,65.83128357
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kenya,KEN,49.19530487,48.77993393,46.35469818,44.90883636
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kiribati,KIR,69.73468018,74.95104218,80.85797119,78.46235657
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Korea, Rep.",KOR,58.18780136,60.84796143,62.34436417,58.5876236
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kosovo,XKX,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kuwait,KWT,88.50325012,88.9475174,88.11378479,88.54973602
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Kyrgyz Republic,KGZ,44.83549881,55.27406693,52.35812378,53.33329391
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lao PDR,LAO,38.45669556,26.21234703,31.03856277,39.79618073
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Late-demographic dividend,LTE,57.6482347372281,56.9696484979472,59.1149153623614,58.6500719125469
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Latin America & Caribbean,LCN,54.5262172440678,52.3502549058771,52.143510705573,50.9342283731557
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Latin America & Caribbean (excluding high income),LAC,54.1213415683933,51.8812915139012,51.847437000593,50.5636798934543
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,53.1769719324335,52.351231140996,52.1344981398631,50.9348763017278
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Latvia,LVA,63.4407692,69.32985687,64.72911835,59.45503235
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Least developed countries: UN classification,LDC,23.6943445634118,24.1570027125894,23.3711150543955,22.1287249790238
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lebanon,LBN,44.43261719,26.89803314,30.83833122,37.90446472
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lesotho,LSO,46.80822372,41.12204742,50.79642105,46.33968353
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Liberia,LBR,10.2520752,8.37021542,9.4937067,10.00271988
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Libya,LBY,78.61562347,73.86416626,66.36248779,80.14811707
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Liechtenstein,LIE,68.63522339,68.60512543,67.84233856,69.04470825
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lithuania,LTU,68.69542694,67.40434265,65.35279846,65.02508545
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Low & middle income,LMY,52.4155251000594,51.9069432101037,53.373270942018,53.0179498875782
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Low income,LIC,20.7625533093431,19.9723286376719,19.0599135056613,18.639673382292
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Lower middle income,LMC,36.8213365632698,38.3390331636764,38.0672977998609,37.7494372476343
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Luxembourg,LUX,87.36024475,87.04403687,87.08268738,86.60796356
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Macao SAR, China",MAC,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Madagascar,MDG,18.52955818,21.03363609,28.44349289,28.81880569
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malawi,MWI,22.19541931,18.11316109,13.23682499,12.81832027
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malaysia,MYS,53.29985046,56.21326447,50.5895462,50.02873993
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Maldives,MDV,79.9908371,66.46688843,74.32872772,78.90460968
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mali,MLI,40.00576401,38.2531929,36.69517517,35.38718414
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Malta,MLT,66.6924057,67.36936951,67.01004028,66.01847839
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Marshall Islands,MHL,43.32521057,41.67832565,42.97138977,75.04546356
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mauritania,MRT,33.44326782,39.60084915,36.52983856,34.15849304
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mauritius,MUS,48.1141777,50.75102997,43.20814133,44.32892609
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mexico,MEX,52.88224792,50.09624481,51.89233017,48.62679672
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Micronesia, Fed. Sts.",FSM,14.71454811,10.13988018,12.31001282,14.23240566
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Middle East, North Africa, Afghanistan & Pakistan",MEA,60.7632441396584,61.2425804288328,59.3140513577486,61.1240686943034
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,43.0839236469842,42.7061855296016,41.5540985773961,44.107320147157
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,43.1879925147053,42.7435333185552,41.5773905785011,44.1570900855577
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Middle income,MIC,52.8169767270903,52.2809650595838,53.7641368157018,53.3895542645628
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Moldova,MDA,64.81729126,65.2525177,64.82569885,69.56813812
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Monaco,MCO,87.99599457,89.7226944,86.56619263,85.65138245
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mongolia,MNG,55.06032181,58.41748047,35.24628448,44.95745087
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Montenegro,MNE,62.46549606,61.17606354,71.10889435,69.33267212
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Morocco,MAR,42.58678818,41.36471176,50.50930405,56.53299713
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mozambique,MOZ,31.67119217,26.41790009,27.74772072,26.45714378
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Myanmar,MMR,16.65261078,16.61196899,11.05190277,11.11042404
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Namibia,NAM,68.13513947,63.9325943,60.34287643,58.50912857
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nauru,NRU,85.49394226,86.71341705,86.90709686,83.6470871
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nepal,NPL,30.05291367,31.93045998,31.95241928,31.30563164
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Netherlands,NLD,68.93029785,69.14801788,67.72928619,68.36824799
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,New Caledonia,NCL,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,New Zealand,NZL,74.23471069,74.40124512,81.91218567,77.68591309
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nicaragua,NIC,61.83810425,63.3996315,57.59611511,57.42655945
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Niger,NER,37.49778366,36.49679565,35.28834152,24.00525284
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nigeria,NGA,14.96697235,13.27266693,14.71478939,14.33912182
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,North America,NAC,57.801850719916,56.4431442362604,56.0207844102605,54.7701578982063
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,North Macedonia,MKD,60.3956871,54.48571014,56.88064957,57.57066345
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Northern Mariana Islands,MNP,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Norway,NOR,85.96683502,85.90119171,85.6782074,86.10611725
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Not classified,INX,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,OECD members,OED,65.753967894299,65.4046416707618,64.2863168472737,62.5577621805188
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Oman,OMN,89.12306213,88.57686615,85.58184052,85.34009552
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Other small states,OSS,72.1804052580055,72.7361405195286,72.5074927284381,72.9143262785026
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Pacific island small states,PSS,58.286466253918,52.5277271844431,63.2029655079466,63.8891865568631
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Pakistan,PAK,35.21339035,37.17347717,38.15021515,35.71940231
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Palau,PLW,51.69872665,52.08986664,51.84830856,60.85806656
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Panama,PAN,54.25771332,55.55649948,52.60510635,51.21797943
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Papua New Guinea,PNG,68.72771454,50,58.51639175,73.25162506
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Paraguay,PRY,53.8502121,55.598526,52.80329514,55.41991043
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Peru,PER,68.51417542,66.85507965,64.14378357,63.57583237
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Philippines,PHL,45.19945526,44.70307541,45.0671196,42.39336395
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Poland,POL,71.89422607,72.1026535,73.80671692,77.10754395
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Portugal,PRT,64.22454834,62.4219017,62.32359314,61.43894577
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Post-demographic dividend,PST,65.7203115098227,65.339004502328,64.2781801367802,62.4599732624984
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Pre-demographic dividend,PRE,28.916162177813,28.2469371220248,28.0540387786448,28.6704461114363
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Puerto Rico (US),PRI,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Qatar,QAT,86.67664337,85.02615356,82.19351959,83.0215683
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Romania,ROU,80.07714844,75.64733124,77.66529846,75.86407471
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Russian Federation,RUS,73.57527161,69.56104279,70.7603302,70.04312897
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Rwanda,RWA,36.88010406,42.30331039,41.02936554,47.02923203
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Samoa,WSM,72.95055389,70.59082031,69.92170715,69.23589325
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,San Marino,SMR,89.74449158,88.14421082,88.56434631,86.90821075
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sao Tome and Principe,STP,40.54506683,42.87030411,40.03856277,36.96479034
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Saudi Arabia,SAU,78.2905426,76.9837265,77.13733673,77.76662445
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Senegal,SEN,33.42175674,27.03209496,26.87982178,27.57372856
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Serbia,SRB,60.96116638,65.4201889,67.26334381,65.54528046
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Seychelles,SYC,76.69721222,71.44548035,68.18779755,70.26874542
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sierra Leone,SLE,14.62678528,22.63207436,18.11058998,16.71863747
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Singapore,SGP,59.91770172,60.8534317,60.11515045,58.46056747
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Slovak Republic,SVK,80.2713623,79.73459625,79.87896729,78.94538116
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Slovenia,SVN,72.57459259,73.24479675,73.45202637,73.1528244
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Small states,SST,67.3977193754479,67.5236923176991,67.4050880702328,67.9533904239644
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Solomon Islands,SLB,74.02816772,69.74744415,68.85449982,62.90795135
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Somalia, Fed. Rep.",SOM,9.33015728,12.6338501,10.95618725,14.16550159
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Africa,ZAF,64.78907776,63.41923904,61.55566025,61.61361313
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Asia,SAS,35.2943109781418,38.7088104010474,38.4992223518232,37.3255631989754
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Asia (IDA & IBRD),TSA,35.2943109781418,38.7088104010474,38.4992223518232,37.3255631989754
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Sudan,SSD,7.55221653,14.74540997,9.5185461,4.31647301
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Spain,ESP,72.08792877,72.61148834,72.93547058,73.18374634
